category;subcategory;name;model;article;sku;brand;functional_name;nomenclature;price;price_wholesale;availability;product_url;image_file;passport_file
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C32GN Spec:I5/E/Y/C/4mm/V4.2;TC-C32GN Spec:I5/E/Y/C/4mm/V4.2;354239;1D.20010.003558;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;6790;2709.21;Под заказ;https://www.tinko.ru/catalog/product/354239/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C35SS I3/A/E/Y/M/2.8-12/V4.0;TC-C35SS I3/A/E/Y/M/2.8-12/V4.0;323740;1D.20010.002434;Tiandy;Видеокамера IP купольная;Видеокамера IP;19790;7896.21;Под заказ;https://www.tinko.ru/catalog/product/323740/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C34XN Spec:I3W/E/Y/2.8mm/V4.2;TC-C34XN Spec:I3W/E/Y/2.8mm/V4.2;352772;1D.20010.020263;Tiandy;Видеокамера IP купольная;Видеокамера IP;8490;3648;Под заказ;https://www.tinko.ru/catalog/product/352772/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C32XN Spec:I3W/E/Y/2.8mm/V4.2;TC-C32XN Spec:I3W/E/Y/2.8mm/V4.2;352771;1D.20010.020261;Tiandy;Видеокамера IP купольная;Видеокамера IP;6790;2709.21;Под заказ;https://www.tinko.ru/catalog/product/352771/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C34KN Spec:I3/E/Y/C/2.8mm/V4.3;TC-C34KN Spec:I3/E/Y/C/2.8mm/V4.3;354203;1D.20010.020483;Tiandy;Видеокамера IP купольная;Видеокамера IP;8790;3507.21;Под заказ;https://www.tinko.ru/catalog/product/354203/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C34HN Spec:I3/E/Y/C/2.8mm/V4.2;TC-C34HN Spec:I3/E/Y/C/2.8mm/V4.2;354202;1D.20010.003562;Tiandy;Видеокамера IP купольная;Видеокамера IP;8490;3387.51;Под заказ;https://www.tinko.ru/catalog/product/354202/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая Tiandy TC-C32UN I8/A/E/Y/M/2.8-12/V4.0;TC-C32UN I8/A/E/Y/M/2.8-12/V4.0;325745;1D.20010.002395;Tiandy;IP-видеокамера цилиндрическая;Видеокамера IP;17590;7018.41;Под заказ;https://www.tinko.ru/catalog/product/325745/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C38XS Spec:I3/E/Y/M/2.8mm/V4.0;TC-C38XS Spec:I3/E/Y/M/2.8mm/V4.0;354225;1D.20010.002339;Tiandy;Видеокамера IP купольная;Видеокамера IP;18190;7257.81;Под заказ;https://www.tinko.ru/catalog/product/354225/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C32GS Spec:I5/E/Y/C/SD/4mm/V4.2;TC-C32GS Spec:I5/E/Y/C/SD/4mm/V4.2;354241;1D.20010.003564;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;7490;2988.51;Под заказ;https://www.tinko.ru/catalog/product/354241/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C32KS Spec:I3/E/Y/S/2.8mm/V5.0;TC-C32KS Spec:I3/E/Y/S/2.8mm/V5.0;354210;1D.20010.020852;Tiandy;Видеокамера IP купольная;Видеокамера IP;10890;4345.11;Под заказ;https://www.tinko.ru/catalog/product/354210/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C32QN Spec:I5W/E/Y/2.8mm/V4.2;TC-C32QN Spec:I5W/E/Y/2.8mm/V4.2;354237;1D.20010.020594;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;6790;2941.43;Под заказ;https://www.tinko.ru/catalog/product/354237/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C32PS Spec:I3/E/Y/M/H/4mm/V4.2;TC-C32PS Spec:I3/E/Y/M/H/4mm/V4.2;354218;1D.20010.004539;Tiandy;Видеокамера IP купольная;Видеокамера IP;15590;6220.41;Под заказ;https://www.tinko.ru/catalog/product/354218/;image.jpg;passport.pdf
